WARNING:root:Defaulting to PJRT_DEVICE=CPU
2025-11-26 19:57:55.838 (   0.000s) [        E0290480]   plugin_attributes.cc:58       1| PluginAttributes::PJRT_Plugin_Initialize
    %16 = "ttir.reshape"(%14, %15) <{shape = [4 : i32, 32 : i32]}> : (tensor<1x4x32xf32>, tensor<4x32xf32>) -> tensor<4x32xf32>
    %17 = ttir.empty() : tensor<32x16xf32>
    %18 = "ttir.all_gather"(%12, %17) <{all_gather_dim = 1 : si32, cluster_axis = 1 : ui32}> : (tensor<32x2xf32>, tensor<32x16xf32>) -> tensor<32x16xf32>
    %19 = "ttir.dot_general"(%16, %18) <{batch_dims_lhs = array<i64>, batch_dims_rhs = array<i64>, contract_dims_lhs = array<i64: 1>, contract_dims_rhs = array<i64: 0>}> : (tensor<4x32xf32>, tensor<32x16xf32>) -> tensor<4x16xf32>
    %20 = "ttir.mesh_shard"(%12) <{shard_dims = array<i64: -1, 1>, shard_direction = #ttcore.shard_direction<shard_to_full>, shard_shape = array<i64: 1, 8>, shard_type = #ttcore.shard_type<devices>}> : (tensor<32x2xf32>) -> tensor<32x16xf32>
    %21 = "ttir.mesh_shard"(%12) <{shard_dims = array<i64: -1, 1>, shard_direction = #ttcore.shard_direction<shard_to_full>, shard_shape = array<i64: 1, 8>, shard_type = #ttcore.shard_type<devices>}> : (tensor<32x2xf32>) -> tensor<32x16xf32>
    %22 = "ttir.mesh_shard"(%19) <{shard_dims = array<i64: -1, 0>, shard_direction = #ttcore.shard_direction<shard_to_full>, shard_shape = array<i64: 8, 1>, shard_type = #ttcore.shard_type<devices>}> : (tensor<4x16xf32>) -> tensor<32x16xf32>
    return %20, %21, %22 : tensor<32x16xf32>, tensor<32x16xf32>, tensor<32x16xf32>
  }
}


// -----// IR Dump After TTCoreWrapDeviceModulePass (ttcore-wrap-device-module) ('builtin.module' operation: @SyncTensorsGraph.14) //----- //
module @SyncTensorsGraph.14 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false, ttcore.meshes = #ttcore.meshes<[<"mesh" = 1x8>]>} {
  ttcore.device_module {
    builtin.module @SyncTensorsGraph.14 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false, ttcore.meshes = #ttcore.meshes<[<"mesh" = 1x8>]>} {
      func.func @main(%arg0: tensor<32x16xf32> {ttcore.argument_type = #ttcore.argument_type<input>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "args_0"}, %arg1: tensor<32x32xf32> {ttcore.argument_type = #ttcore.argument_type<parameter>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "l__self___x1"}) -> (tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}) {
        %0 = "ttir.mesh_shard"(%arg0) <{shard_dims = array<i64: -1, 1>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 1, 8>, shard_type = #ttcore.shard_type<identity>}> : (tensor<32x16xf32>) -> tensor<32x2xf32>
        %1 = "ttir.mesh_shard"(%arg1) <{shard_dims = array<i64: -1, 0>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 8, 1>, shard_type = #ttcore.shard_type<identity>}> : (tensor<32x32xf32>) -> tensor<4x32xf32>
        %2 = "ttir.constant"() <{value = dense<2.000000e+00> : tensor<f32>}> : () -> tensor<f32>
        %3 = ttir.empty() : tensor<1x1xf32>
        %4 = "ttir.reshape"(%2, %3) <{shape = [1 : i32, 1 : i32]}> : (tensor<f32>, tensor<1x1xf32>) -> tensor<1x1xf32>
        %5 = ttir.empty() : tensor<32x2xf32>
        %6 = "ttir.broadcast"(%4, %5) <{broadcast_dimensions = array<i64: 32, 2>}> : (tensor<1x1xf32>, tensor<32x2xf32>) -> tensor<32x2xf32>
        %7 = ttir.empty() : tensor<1x32x2xf32>
        %8 = "ttir.reshape"(%0, %7) <{shape = [1 : i32, 32 : i32, 2 : i32]}> : (tensor<32x2xf32>, tensor<1x32x2xf32>) -> tensor<1x32x2xf32>
        %9 = ttir.empty() : tensor<32x2xf32>
        %10 = "ttir.reshape"(%8, %9) <{shape = [32 : i32, 2 : i32]}> : (tensor<1x32x2xf32>, tensor<32x2xf32>) -> tensor<32x2xf32>
        %11 = ttir.empty() : tensor<32x2xf32>
        %12 = "ttir.multiply"(%10, %6, %11) : (tensor<32x2xf32>, tensor<32x2xf32>, tensor<32x2xf32>) -> tensor<32x2xf32>
        %13 = ttir.empty() : tensor<1x4x32xf32>
        %14 = "ttir.reshape"(%1, %13) <{shape = [1 : i32, 4 : i32, 32 : i32]}> : (tensor<4x32xf32>, tensor<1x4x32xf32>) -> tensor<1x4x32xf32>
        %15 = ttir.empty() : tensor<4x32xf32>
        %16 = "ttir.reshape"(%14, %15) <{shape = [4 : i32, 32 : i32]}> : (tensor<1x4x32xf32>, tensor<4x32xf32>) -> tensor<4x32xf32>
        %17 = ttir.empty() : tensor<32x16xf32>
        %18 = "ttir.all_gather"(%12, %17) <{all_gather_dim = 1 : si32, cluster_axis = 1 : ui32}> : (tensor<32x2xf32>, tensor<32x16xf32>) -> tensor<32x16xf32>
        %19 = "ttir.dot_general"(%16, %18) <{batch_dims_lhs = array<i64>, batch_dims_rhs = array<i64>, contract_dims_lhs = array<i64: 1>, contract_dims_rhs = array<i64: 0>}> : (tensor<4x32xf32>, tensor<32x16xf32>) -> tensor<4x16xf32>
        %20 = "ttir.mesh_shard"(%12) <{shard_dims = array<i64: -1, 1>, shard_direction = #ttcore.shard_direction<shard_to_full>, shard_shape = array<i64: 1, 8>, shard_type = #ttcore.shard_type<devices>}> : (tensor<32x2xf32>) -> tensor<32x16xf32>
        %21 = "ttir.mesh_shard"(%12) <{shard_dims = array<i64: -1, 1>, shard_direction = #ttcore.shard_direction<shard_to_full>, shard_shape = array<i64: 1, 8>, shard_type = #ttcore.shard_type<devices>}> : (tensor<32x2xf32>) -> tensor<32x16xf32>
        %22 = "ttir.mesh_shard"(%19) <{shard_dims = array<i64: -1, 0>, shard_direction = #ttcore.shard_direction<shard_to_full>, shard_shape = array<i64: 8, 1>, shard_type = #ttcore.shard_type<devices>}> : (tensor<4x16xf32>) -> tensor<32x16xf32>
        return %20, %21, %22 : tensor<32x16xf32>, tensor<32x16xf32>, tensor<32x16xf32>
      }
    }
  }
}


// -----// IR Dump Before TTIRHoistTransform (ttir-cpu-hoist-transform) ('builtin.module' operation: @SyncTensorsGraph.14) //----- //
module @SyncTensorsGraph.14 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false, ttcore.meshes = #ttcore.meshes<[<"mesh" = 1x8>]>} {
  ttcore.device_module {
    builtin.module @SyncTensorsGraph.14 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false, ttcore.meshes = #ttcore.meshes<[<"mesh" = 1x8>]>} {
      func.func @main(%arg0: tensor<32x16xf32> {ttcore.argument_type = #ttcore.argument_type<input>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "args_0"}, %arg1: tensor<32x32xf32> {ttcore.argument_type = #ttcore.argument_type<parameter>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "l__self___x1"}) -> (tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}) {
        %0 = "ttir.mesh_shard"(%arg0) <{shard_dims = array<i64: -1, 1>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 1, 8>, shard_type = #ttcore.shard_type<identity>}> : (tensor<32x16xf32>) -> tensor<32x2xf32>
        %1 = "ttir.mesh_shard"(%arg1) <{shard_dims = array<i64: -1, 0>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 8, 1>, shard_type = #ttcore.shard_type<identity>}> : (tensor<32x32xf32>) -> tensor<4x32xf32>
        %2 = "ttir.constant"() <{value = dense<2.000000e+00> : tensor<f32>}> : () -> tensor<f32>
        %3 = ttir.empty() : tensor<1x1xf32>
        %4 = "ttir.reshape"(%2, %3) <{shape = [1 : i32, 1 : i32]}> : (tensor<f32>, tensor<1x1xf32>) -> tensor<1x1xf32>
        %5 = ttir.empty() : tensor<32x2xf32>
        %6 = "ttir.broadcast"(%4, %5) <{broadcast_dimensions = array<i64: 32, 2>}> : (tensor<1x1xf32>, tensor<32x2xf32>) -> tensor<32x2xf32>
        %7 = ttir.empty() : tensor<1x32x2xf32>
        %8 = "ttir.reshape"(%0, %7) <{shape = [1 : i32, 32 : i32, 2 : i32]}> : (tensor<32x2xf32>, tensor<1x32x2xf32>) -> tensor<1x32x2xf32>
        %9 = ttir.empty() : tensor<32x2xf32>
        %10 = "ttir.reshape"(%8, %9) <{shape = [32 : i32, 2 : i32]}> : (tensor<1x32x2xf32>, tensor<32x2xf32>) -> tensor<32x2xf32>
        %11 = ttir.empty() : tensor<32x2xf32>
        %12 = "ttir.multiply"(%10, %6, %11) : (tensor<32x2xf32>, tensor<32x2xf32>, tensor<32x2xf32>) -> tensor<32x2xf32>
        %13 = ttir.empty() : tensor<1x4x32xf32>
        %14 = "ttir.reshape"(%1, %13) <{shape = [1 : i32, 4 : i32, 32 : i32]}> : (tensor<4x32xf32>, tensor<1x4x32xf32>) -> tensor<1x4x32xf32>
        %15 = ttir.empty() : tensor<4x32xf32>
        %16 = "ttir.reshape"(%14, %15) <{shape = [4 : i32, 32 : i32]}> : (tensor<1x4x32xf32>, tensor<4x32xf32>) -> tensor<4x32xf32>
        %17 = ttir.empty() : tensor<32x16xf32>
        %18 = "ttir.all_gather"(%12, %17) <{all_gather_dim = 1 : si32, cluster_axis = 1 : ui32}> : (tensor<32x2xf32>, tensor<32x16xf32>) -> tensor<32x16xf32>
        %19 = "ttir.dot_general"(%16, %18) <{batch_dims_lhs = array<i64>, batch_dims_rhs = array<i64>, contract_dims_lhs = array<i64: 1>, contract_dims_rhs = array<i64: 0>}> : (tensor<4x32xf32>, tensor<32x16xf32>) -> tensor<4x16xf32>
        %20 = "ttir.mesh_shard"(%12) <{shard_dims = array<i64: -1, 1>, shard_direction = #ttcore.shard_direction<shard_to_full>, shard_shape = array<i64: 1, 8>, shard_type = #ttcore.shard_type<devices>}> : (tensor<32x2xf32>) -> tensor<32x16xf32>
        %21 = "ttir.mesh_shard"(%12) <{shard_dims = array<i64: -1, 1>, shard_direction = #ttcore.shard_direction<shard_to_full>, shard_shape = array<i64: 1, 8>, shard_type = #ttcore.shard_type<devices>}> : (tensor<32x2xf32>) -> tensor<32x16xf32>
        %22 = "ttir.mesh_shard"(%19) <{shard_dims = array<i64: -1, 0>, shard_direction = #ttcore.shard_direction<shard_to_full>, shard_shape = array<i64: 8, 1>, shard_type = #ttcore.shard_type<devices>}> : (tensor<4x16xf32>) -> tensor<32x16xf32>
        return %20, %21, %22 : tensor<32x16xf32>, tensor<32x16xf32>, tensor<32x16xf32>
      }
    }
  }
}


// -----// IR Dump Before ConvertStableHLOToTTIR (convert-stablehlo-to-ttir) ('builtin.module' operation: @SyncTensorsGraph.14) //----- //
module @SyncTensorsGraph.14 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false, ttcore.meshes = #ttcore.meshes<[<"mesh" = 1x8>]>} {
  ttcore.device_module {
    builtin.module @SyncTensorsGraph.14 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false, ttcore.meshes = #ttcore.meshes<[<"mesh" = 1x8>]>} {
      func.func @main(%arg0: tensor<32x16xf32> {ttcore.argument_type = #ttcore.argument_type<input>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "args_0"}, %arg1: tensor<32x32xf32> {ttcore.argument_type = #ttcore.argument_type<parameter>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "l__self___x1"}) -> (tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}) {
        %0 = "ttir.mesh_shard"(%arg0) <{shard_dims = array<i64: -1, 1>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 1, 8>, shard_type = #ttcore.shard_type<identity>}> : (tensor<32x16xf32>) -> tensor<32x2xf32>
        %1 = "ttir.mesh_shard"(%arg1) <{shard_dims = array<i64: -1, 0>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 8, 1>, shard_type = #ttcore.shard_type<identity>}> : (tensor<32x32xf32>) -> tensor<4x32xf32>
        %2 = "ttir.constant"() <{value = dense<2.000000e+00> : tensor<f32>}> : () -> tensor<f32>
        %3 = ttir.empty() : tensor<1x1xf32>
        %4 = "ttir.reshape"(%2, %3) <{shape = [1 : i32, 1 : i32]}> : (tensor<f32>, tensor<1x1xf32>) -> tensor<1x1xf32>
        %5 = ttir.empty() : tensor<32x2xf32>
        %6 = "ttir.broadcast"(%4, %5) <{broadcast_dimensions = array<i64: 32, 2>}> : (tensor<1x1xf32>, tensor<32x2xf32>) -> tensor<32x2xf32>
        %7 = ttir.empty() : tensor<1x32x2xf32>
        %8 = "ttir.reshape"(%0, %7) <{shape = [1 : i32, 32 : i32, 2 : i32]}> : (tensor<32x2xf32>, tensor<1x32x2xf32>) -> tensor<1x32x2xf32>
        %9 = ttir.empty() : tensor<32x2xf32>
        %10 = "ttir.reshape"(%8, %9) <{shape = [32 : i32, 2 : i32]}> : (tensor<1x32x2xf32>, tensor<32x2xf32>) -> tensor<32x2xf32>
        %11 = ttir.empty() : tensor<32x2xf32>
        %12 = "ttir.multiply"(%10, %6, %11) : (tensor<32x2xf32>, tensor<32x2xf32>, tensor<32x2xf32>) -> tensor<32x2xf32>
        %13 = ttir.empty() : tensor<1x4x32xf32>
        %14 = "ttir.reshape"(%1, %13) <{shape = [1 : i32, 4 : i32, 32 : i32]}> : (tensor<4x32xf32>, tensor<1x4x32xf32>) -> tensor<1x4x32xf32>
        %15 = ttir.empty() : tensor<4x32xf32>
        %16 = "ttir.reshape"(%14, %15) <{shape = [4 : i32, 32 : i32]}> : (tensor<1x4x32xf32>, tensor<4x32xf32>) -> tensor<4x32xf32>
        %17 = ttir.empty() : tensor<32x16xf32>
        %18 = "ttir.all_gather"(%12, %17) <{all_gather_dim = 1 : si32, cluster_axis = 1 : ui32}> : (tensor<32x2xf32>, tensor<32x16xf32>) -> tensor<32x16xf32>
        %19 = "ttir.dot_general"(%16, %18) <{batch_dims_lhs = array<i64>, batch_dims_rhs = array<i64>, contract_dims_lhs = array<i64: 1>, contract_dims_rhs = array<i64: 0>}> : (tensor<4x32xf32>, tensor<32x16xf32>) -> tensor<4x16xf32>
        %20 = "ttir.mesh_shard"(%12) <{shard_dims = array<i64: -1, 1>, shard_direction = #ttcore.shard_direction<shard_to_full>, shard_shape = array<i64: 1, 8>, shard_type = #ttcore.shard_type<devices>}> : (tensor<32x2xf32>) -> tensor<32x16xf32>
        %21 = "ttir.mesh_shard"(%12) <{shard_dims = array<i64: -1, 1>, shard_direction = #ttcore.shard_direction<shard_to_full>, shard_shape = array<i64: 1, 8>, shard_type = #ttcore.shard_type<devices>}> : (tensor<32x2xf32>) -> tensor<32x16xf32>
        %22 = "ttir.mesh_shard"(%19) <{shard_dims = array<i64: -1, 0>, shard_direction = #ttcore.shard_direction<shard_to_full>, shard_shape = array<i64: 8, 1>, shard_type = #ttcore.shard_type<devices>}> : (tensor<4x16xf32>) -> tensor<32x16xf32>
        return %20, %21, %22 : tensor<32x16xf32>, tensor<32x16xf32>, tensor<32x16xf32>
      }
    }
  }
}


2025-11-26 19:57:58.069 (   2.230s) [        E0290480]      module_builder.cc:983      1| MLIR Module ttir:
#loc1 = loc("p0.2")
#loc2 = loc("p1.8")
module @SyncTensorsGraph.14 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false, ttcore.meshes = #ttcore.meshes<[<"mesh" = 1x8>]>} {
  ttcore.device_module {
    builtin.module @SyncTensorsGraph.14 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false, ttcore.meshes = #ttcore.meshes<[<"mesh" = 1x8>]>} {
      func.func @main(%arg0: tensor<32x16xf32> {ttcore.argument_type = #ttcore.argument_type<input>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "args_0"} loc("p0.2"), %arg1: tensor<32x32xf32> {ttcore.argument_type = #ttcore.argument_type<parameter>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "l__self___x1"} loc("p1.8")) -> (tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}) {
        %0 = "ttir.mesh_shard"(%arg0) <{shard_dims = array<i64: -1, 1>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 1, 8>, shard_type = #ttcore.shard_type<identity>}> : (tensor<32x16xf32>) -> tensor<32x2xf32> loc(#loc)
        %1 = "ttir.mesh_shard"(%arg1) <{shard_dims = array<i64: -1, 0>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 8, 1>, shard_type = #ttcore.shard_type<identity>}> : (tensor<32x32xf32>) -> tensor<4x32xf32> loc(#loc)
        %2 = "ttir.constant"() <{value = dense<2.000000e+00> : tensor<f32>}> : () -> tensor<f32> loc(#loc)
        %3 = ttir.empty() : tensor<1x1xf32> loc(#loc)
        %4 = "ttir.reshape"(%2, %3) <{shape = [1 : i32, 1 : i32]}> : (tensor<f32>, tensor<1x1xf32>) -> tensor<1x1xf32> loc(#loc)
        %5 = ttir.empty() : tensor<32x2xf32> loc(#loc)
        %6 = "ttir.broadcast"(%4, %5) <{broadcast_dimensions = array<i64: 32, 2>}> : (tensor<1x1xf32>, tensor<32x2xf32>) -> tensor<32x2xf32> loc(#loc)
        %7 = ttir.empty() : tensor<1x32x2xf32> loc(#loc3)
        %8 = "ttir.reshape"(%0, %7) <{shape = [1 : i32, 32 : i32, 2 : i32]}> : (tensor<32x2xf32>, tensor<1x32x2xf32>) -> tensor<1x32x2xf32> loc(#loc3)
        %9 = ttir.empty() : tensor<32x2xf32> loc(#loc4)
        %10 = "ttir.reshape"(%8, %9) <{shape = [32 : i32, 2 : i32]}> : (tensor<1x32x2xf32>, tensor<32x2xf32>) -> tensor<32x2xf32> loc(#loc4)
        %11 = ttir.empty() : tensor<32x2xf32> loc(#loc5)
        %12 = "ttir.multiply"(%10, %6, %11) : (tensor<32x2xf32>, tensor<32x2xf32>, tensor<32x2xf32>) -> tensor<32x2xf32> loc(#loc5)
        %13 = ttir.empty() : tensor<1x4x32xf32> loc(#loc6)
        %14 = "ttir.reshape"(%1, %13) <{shape = [1 : i32, 4 : i32, 32 : i32]}> : (tensor<4x32xf32>, tensor<1x4x32xf32>) -> tensor<1x4x32xf32> loc(#loc6)
        %15 = ttir.empty() : tensor<4x32xf32> loc(#loc7)
        %16 = "ttir.reshape"(%14, %15) <{shape = [4 : i32, 32 : i32]}> : (tensor<1x4x32xf32>, tensor<4x32xf32>) -> tensor<4x32xf32> loc(#loc7)
        %17 = ttir.empty() : tensor<32x16xf32> loc(#loc5)
        %18 = "ttir.all_gather"(%12, %17) <{all_gather_dim = 1 : si32, cluster_axis = 1 : ui32}> : (tensor<32x2xf32>, tensor<32x16xf32>) -> tensor<32x16xf32> loc(#loc5)
        %19 = "ttir.dot_general"(%16, %18) <{batch_dims_lhs = array<i64>, batch_dims_rhs = array<i64>, contract_dims_lhs = array<i64: 1>, contract_dims_rhs = array<i64: 0>}> : (tensor<4x32xf32>, tensor<32x16xf32>) -> tensor<4x16xf32> loc(#loc8)
        %20 = "ttir.mesh_shard"(%12) <{shard_dims = array<i64: -1, 1>, shard_direction = #ttcore.shard_direction<shard_to_full>, shard_shape = array<i64: 1, 8>, shard_type = #ttcore.shard_type<devices>}> : (tensor<32x2xf32>) -> tensor<32x16xf32> loc(#loc)
        %21 = "ttir.mesh_shard"(%12) <{shard_dims = array<i64: -1, 1>, shard_direction = #ttcore.shard_direction<shard_to_full>, shard_shape = array<i64: 1, 8>, shard_type = #ttcore.shard_type<devices>}> : (tensor<32x2xf32>) -> tensor<32x16xf32> loc(#loc)
        %22 = "ttir.mesh_shard"(%19) <{shard_dims = array<i64: -1, 0>, shard_direction = #ttcore.shard_direction<shard_to_full>, shard_shape = array<i64: 8, 1>, shard_type = #ttcore.shard_type<devices>}> : (tensor<4x16xf32>) -> tensor<32x16xf32> loc(#loc)
        return %20, %21, %22 : tensor<32x16xf32>, tensor<32x16xf32>, tensor<32x16xf32> loc(#loc)
      } loc(#loc)
    } loc(#loc)
  } loc(#loc)
} loc(#loc)
#loc = loc(unknown)
#loc3 = loc("reshape.3")
#loc4 = loc("reshape.5")
#loc5 = loc("multiply.7")
#loc6 = loc("reshape.9")
#loc7 = loc("reshape.11")
#loc8 = loc("dot.12")
------------------ END OF MLIR MODULE ------------------
2025-11-26 19:57:58.069 (   2.231s) [        E0290480]      module_builder.cc:784   WARN| `mhlo.num_partitions` attribute not found, assuming default number of partitions: 1
2025-11-26 19:57:58.069 (   2.231s) [        E0290480]      module_builder.cc:798   WARN| `mhlo.num_replicas` attribute not found, assuming default number of replicas: 1
2025-11-26 19:57:58.069 (   2.231s) [        E0290480]      module_builder.cc:808   WARN| Num replicas and num partitions are not set, inferring the number of devices from mesh shape
// -----// IR Dump Before Canonicalizer (canonicalize) ('builtin.module' operation: @SyncTensorsGraph.14) //----- //
module @SyncTensorsGraph.14 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false, ttcore.meshes = #ttcore.meshes<[<"mesh" = 1x8>]>} {
  ttcore.device_module {
    builtin.module @SyncTensorsGraph.14 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false, ttcore.meshes = #ttcore.meshes<[<"mesh" = 1x8>]>} {
      func.func @main(%arg0: tensor<32x16xf32> {ttcore.argument_type = #ttcore.argument_type<input>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "args_0"}, %arg1: tensor<32x32xf32> {ttcore.argument_type = #ttcore.argument_type<parameter>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "l__self___x1"}) -> (tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}) {
        %0 = "ttir.mesh_shard"(%arg0) <{shard_dims = array<i64: -1, 1>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 1, 8>, shard_type = #ttcore.shard_type<identity>}> : (tensor<32x16xf32>) -> tensor<32x2xf32>
        %1 = "ttir.mesh_shard"(%arg1) <{shard_dims = array<i64: -1, 0>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 8, 1>, shard_type = #ttcore.shard_type<identity>}> : (tensor<32x32xf32>) -> tensor<4x32xf32>
